Simulation Time,Conveyor:Statistics:PartsEntered,Pick And Place Process:Statistics:PartsEntered,Conveyor #2:Statistics:PartsEntered,Pick And Place Process #2:Statistics:PartsEntered,Conveyor #3:Statistics:PartsEntered,Pick And Place Process #3:Statistics:PartsEntered,Conveyor #4:Statistics:PartsEntered,Pick And Place Process #4:Statistics:PartsEntered,Conveyor #5:Statistics:PartsEntered,Pick And Place Process #5:Statistics:PartsEntered,Conveyor #6:Statistics:PartsEntered,Pick And Place Process #6:Statistics:PartsEntered,Conveyor #7:Statistics:PartsEntered,Conveyor #8:Statistics:PartsEntered,Conveyor:Statistics:PartsCurrent,Pick And Place Process:Statistics:PartsCurrent,Conveyor #2:Statistics:PartsCurrent,Pick And Place Process #2:Statistics:PartsCurrent,Conveyor #3:Statistics:PartsCurrent,Pick And Place Process #3:Statistics:PartsCurrent,Conveyor #4:Statistics:PartsCurrent,Pick And Place Process #4:Statistics:PartsCurrent,Conveyor #5:Statistics:PartsCurrent,Pick And Place Process #5:Statistics:PartsCurrent,Conveyor #6:Statistics:PartsCurrent,Pick And Place Process #6:Statistics:PartsCurrent,Conveyor #7:Statistics:PartsCurrent,Conveyor #8:Statistics:PartsCurrent,Conveyor:Statistics:PartsExited,Pick And Place Process:Statistics:PartsExited,Conveyor #2:Statistics:PartsExited,Pick And Place Process #2:Statistics:PartsExited,Conveyor #3:Statistics:PartsExited,Pick And Place Process #3:Statistics:PartsExited,Conveyor #4:Statistics:PartsExited,Pick And Place Process #4:Statistics:PartsExited,Conveyor #5:Statistics:PartsExited,Pick And Place Process #5:Statistics:PartsExited,Conveyor #6:Statistics:PartsExited,Pick And Place Process #6:Statistics:PartsExited,Conveyor #7:Statistics:PartsExited,Conveyor #8:Statistics:PartsExited
294,15,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
295,16,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
296,16,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
297,16,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
298,16,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
299,16,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
300,16,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
301,16,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
302,16,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
303,16,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
304,16,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,5,0,1,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0
305,16,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,5,0,1,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0
306,16,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,5,0,1,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0
307,16,0,7,0,1,0,0,0,0,0,0,0,0,0,7,0,5,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
308,16,0,7,0,1,0,0,0,0,0,0,0,0,0,7,0,5,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
309,16,0,7,0,1,0,0,0,0,0,0,0,0,0,7,0,5,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
310,16,0,7,0,1,0,0,0,0,0,0,0,0,0,7,0,5,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
311,16,0,8,0,1,0,0,0,0,0,0,0,0,0,7,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
312,16,0,8,0,1,0,0,0,0,0,0,0,0,0,7,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
313,16,0,8,0,1,0,0,0,0,0,0,0,0,0,7,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
314,16,0,8,0,1,0,0,0,0,0,0,0,0,0,7,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
315,16,0,8,0,1,0,0,0,0,0,0,0,0,0,7,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
316,17,0,8,0,1,0,0,0,0,0,0,0,0,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
317,17,0,8,0,1,0,0,0,0,0,0,0,0,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
318,17,0,8,0,1,0,0,0,0,0,0,0,0,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
319,17,0,8,0,1,0,0,0,0,0,0,0,0,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
320,17,0,8,0,1,0,0,0,0,0,0,0,0,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
321,17,0,8,0,2,0,0,0,0,0,0,0,0,0,8,0,6,0,2,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
322,17,0,8,0,2,0,0,0,0,0,0,0,0,0,8,0,6,0,2,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
323,17,0,8,0,2,0,0,0,0,0,0,0,0,0,8,0,6,0,2,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
324,17,0,8,0,2,0,0,0,0,0,0,0,0,0,8,0,5,0,2,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0
325,17,0,8,0,2,0,0,0,0,0,0,0,0,0,8,0,5,0,2,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0
326,17,0,8,0,2,0,0,0,0,0,0,0,0,0,7,0,5,0,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
327,17,0,8,0,2,0,0,0,0,0,0,0,0,0,7,0,5,0,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
328,17,0,8,0,2,0,0,0,0,0,0,0,0,0,7,0,5,0,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
329,17,0,8,0,2,0,0,0,0,0,0,0,0,0,7,0,5,0,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
330,17,0,8,0,2,0,0,0,0,0,0,0,0,0,7,0,5,0,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
331,17,0,9,0,2,0,0,0,0,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
332,17,0,9,0,2,0,0,0,0,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
333,17,0,9,0,2,0,0,0,0,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
334,17,0,9,0,2,0,0,0,0,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
335,17,0,9,0,2,0,0,0,0,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
336,18,0,9,0,2,0,0,0,0,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0
337,18,0,9,0,2,0,0,0,0,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0
338,18,0,9,0,2,0,0,0,0,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0
339,18,0,9,0,2,0,0,0,0,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0
340,18,0,9,0,2,0,0,0,0,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0
341,18,0,9,0,2,0,0,0,0,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0
342,18,0,9,0,3,0,0,0,0,0,0,0,0,0,7,0,6,0,3,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0
343,18,0,9,0,3,0,0,0,0,0,0,0,0,0,7,0,5,0,3,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0
344,18,0,9,0,3,0,0,0,0,0,0,0,0,0,7,0,5,0,3,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0
345,18,0,9,0,3,0,0,0,0,0,0,0,0,0,7,0,5,0,3,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0
346,18,0,9,0,3,0,0,0,0,0,0,0,0,0,7,0,5,0,3,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0
347,18,0,9,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
348,18,0,9,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
349,18,0,9,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
350,18,0,9,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
351,18,0,10,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
352,18,0,10,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
353,18,0,10,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
354,18,0,10,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
355,18,0,10,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
356,19,0,10,0,3,0,0,0,0,0,0,0,0,0,7,0,6,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
357,19,0,10,0,3,0,0,0,0,0,0,0,0,0,7,0,6,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
358,19,0,10,0,3,0,0,0,0,0,0,0,0,0,7,0,6,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
359,19,0,10,0,3,0,0,0,0,0,0,0,0,0,7,0,6,0,3,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
360,19,0,10,0,4,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
361,19,0,10,0,4,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
362,19,0,10,0,4,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0
363,19,0,10,0,4,0,0,0,0,0,0,0,0,0,7,0,5,0,4,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0
364,19,0,11,0,4,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0
365,19,0,11,0,4,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0
366,19,0,11,0,4,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0
367,19,0,11,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
368,19,0,11,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
369,19,0,11,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
370,19,0,11,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
371,19,0,11,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
372,19,0,11,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
373,19,0,11,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
374,19,0,11,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
375,19,0,11,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
376,20,0,11,0,4,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
377,20,0,12,0,4,0,0,0,0,0,0,0,0,0,7,0,7,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
378,20,0,12,0,4,0,0,0,0,0,0,0,0,0,7,0,7,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
379,20,0,12,0,4,0,0,0,0,0,0,0,0,0,7,0,7,0,4,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
380,20,0,12,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,5,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
381,20,0,12,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,5,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
382,20,0,12,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,5,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0
383,20,0,12,0,5,0,0,0,0,0,0,0,0,0,7,0,6,0,5,0,0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0
384,20,0,12,0,5,0,0,0,0,0,0,0,0,0,7,0,6,0,5,0,0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0
385,21,0,12,0,5,0,0,0,0,0,0,0,0,0,8,0,6,0,5,0,0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0
386,21,0,12,0,5,0,0,0,0,0,0,0,0,0,8,0,6,0,5,0,0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0
387,21,0,12,0,5,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
388,21,0,12,0,5,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
389,21,0,12,0,5,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
390,21,0,12,0,5,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
391,21,0,13,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
392,21,0,13,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
393,21,0,13,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
394,21,0,13,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
395,21,0,13,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
396,22,0,13,0,5,0,0,0,0,0,0,0,0,0,8,0,7,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
397,22,0,13,0,5,0,0,0,0,0,0,0,0,0,8,0,7,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
398,22,0,13,0,5,0,0,0,0,0,0,0,0,0,8,0,7,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
399,22,0,13,0,5,0,0,0,0,0,0,0,0,0,8,0,7,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
400,22,0,13,0,5,0,0,0,0,0,0,0,0,0,8,0,7,0,4,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
401,22,0,13,0,6,0,0,0,0,0,0,0,0,0,8,0,7,0,5,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
402,22,0,13,0,6,0,0,0,0,0,0,0,0,0,8,0,7,0,5,0,0,0,0,0,0,0,0,0,14,0,6,0,1,0,0,0,0,0,0,0,0,0
403,22,0,13,0,6,0,0,0,0,0,0,0,0,0,8,0,6,0,5,0,0,0,0,0,0,0,0,0,14,0,7,0,1,0,0,0,0,0,0,0,0,0
404,22,0,13,0,6,0,0,0,0,0,0,0,0,0,8,0,6,0,5,0,0,0,0,0,0,0,0,0,14,0,7,0,1,0,0,0,0,0,0,0,0,0
405,22,0,13,0,6,0,1,0,0,0,0,0,0,0,8,0,6,0,5,0,1,0,0,0,0,0,0,0,14,0,7,0,1,0,0,0,0,0,0,0,0,0
406,22,0,13,0,6,0,1,0,0,0,0,0,0,0,8,0,6,0,5,0,1,0,0,0,0,0,0,0,14,0,7,0,1,0,0,0,0,0,0,0,0,0
407,22,0,13,0,6,0,1,0,0,0,0,0,0,0,8,0,6,0,5,0,1,0,0,0,0,0,0,0,14,0,7,0,1,0,0,0,0,0,0,0,0,0
408,22,0,13,0,6,0,1,0,0,0,0,0,0,0,7,0,6,0,5,0,1,0,0,0,0,0,0,0,15,0,7,0,1,0,0,0,0,0,0,0,0,0
409,22,0,13,0,6,0,1,0,0,0,0,0,0,0,7,0,6,0,4,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
410,22,0,13,0,6,0,1,0,0,0,0,0,0,0,7,0,6,0,4,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
411,22,0,14,0,6,0,1,0,0,0,0,0,0,0,7,0,7,0,4,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
412,22,0,14,0,6,0,1,0,0,0,0,0,0,0,7,0,7,0,4,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
413,22,0,14,0,6,0,1,0,0,0,0,0,0,0,7,0,7,0,4,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
414,22,0,14,0,6,0,1,0,0,0,0,0,0,0,7,0,7,0,4,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
415,22,0,14,0,6,0,1,0,0,0,0,0,0,0,7,0,7,0,4,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
416,23,0,14,0,6,0,1,0,0,0,0,0,0,0,8,0,7,0,4,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
417,23,0,14,0,6,0,1,0,0,0,0,0,0,0,8,0,7,0,4,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
418,23,0,14,0,6,0,1,0,0,0,0,0,0,0,8,0,7,0,4,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
419,23,0,14,0,6,0,1,0,0,0,0,0,0,0,8,0,7,0,4,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
420,23,0,14,0,7,0,1,0,0,0,0,0,0,0,8,0,7,0,5,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
421,23,0,14,0,7,0,1,0,0,0,0,0,0,0,8,0,7,0,5,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
422,23,0,14,0,7,0,1,0,0,0,0,0,0,0,8,0,7,0,5,0,1,0,0,0,0,0,0,0,15,0,7,0,2,0,0,0,0,0,0,0,0,0
423,23,0,14,0,7,0,1,0,0,0,0,0,0,0,8,0,6,0,5,0,1,0,0,0,0,0,0,0,15,0,8,0,2,0,0,0,0,0,0,0,0,0
424,23,0,14,0,7,0,1,0,0,0,0,0,0,0,8,0,6,0,5,0,1,0,0,0,0,0,0,0,15,0,8,0,2,0,0,0,0,0,0,0,0,0
425,23,0,14,0,7,0,1,0,0,0,0,0,0,0,8,0,6,0,5,0,1,0,0,0,0,0,0,0,15,0,8,0,2,0,0,0,0,0,0,0,0,0
426,23,0,14,0,7,0,2,0,0,0,0,0,0,0,8,0,6,0,5,0,2,0,0,0,0,0,0,0,15,0,8,0,2,0,0,0,0,0,0,0,0,0
427,23,0,14,0,7,0,2,0,0,0,0,0,0,0,7,0,6,0,5,0,2,0,0,0,0,0,0,0,16,0,8,0,2,0,0,0,0,0,0,0,0,0
428,23,0,14,0,7,0,2,0,0,0,0,0,0,0,7,0,6,0,5,0,2,0,0,0,0,0,0,0,16,0,8,0,2,0,0,0,0,0,0,0,0,0
429,23,0,14,0,7,0,2,0,0,0,0,0,0,0,7,0,6,0,4,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
430,23,0,14,0,7,0,2,0,0,0,0,0,0,0,7,0,6,0,4,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
431,23,0,14,0,7,0,2,0,0,0,0,0,0,0,7,0,6,0,4,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
432,23,0,15,0,7,0,2,0,0,0,0,0,0,0,7,0,7,0,4,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
433,23,0,15,0,7,0,2,0,0,0,0,0,0,0,7,0,7,0,4,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
434,23,0,15,0,7,0,2,0,0,0,0,0,0,0,7,0,7,0,4,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
435,23,0,15,0,7,0,2,0,0,0,0,0,0,0,7,0,7,0,4,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
436,23,0,15,0,7,0,2,0,0,0,0,0,0,0,7,0,7,0,4,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
437,24,0,15,0,7,0,2,0,0,0,0,0,0,0,8,0,7,0,4,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
438,24,0,15,0,7,0,2,0,0,0,0,0,0,0,8,0,7,0,4,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
439,24,0,15,0,7,0,2,0,0,0,0,0,0,0,8,0,7,0,4,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
440,24,0,15,0,7,0,2,0,0,0,0,0,0,0,8,0,7,0,4,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
441,24,0,15,0,8,0,2,0,0,0,0,0,0,0,8,0,7,0,5,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
442,24,0,15,0,8,0,2,0,0,0,0,0,0,0,8,0,7,0,5,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
443,24,0,15,0,8,0,2,0,0,0,0,0,0,0,8,0,7,0,5,0,2,0,0,0,0,0,0,0,16,0,8,0,3,0,0,0,0,0,0,0,0,0
444,24,0,15,0,8,0,2,0,0,0,0,0,0,0,8,0,6,0,5,0,2,0,0,0,0,0,0,0,16,0,9,0,3,0,0,0,0,0,0,0,0,0
445,24,0,15,0,8,0,2,0,0,0,0,0,0,0,8,0,6,0,5,0,2,0,0,0,0,0,0,0,16,0,9,0,3,0,0,0,0,0,0,0,0,0
